run_timestamp_utc,run_label,ranked_count,bna_winner_count,low_signal_bna_count,bna_explicit_marker_count,bna_ai_inferred_count,bna_manual_or_unknown_count,bna_repeated_from_previous_count,bna_max_consecutive_runs,bna_stuck_3plus_count,score_bands_json,scoring_sources_json,signal_distribution_json,bna_signal_distribution_json,bna_provenance_mix_json,bna_titles_json,authority_impact,mutations,mode
2026-05-29T13:16:44+00:00,execution_engine_v2,130,5,0,2,0,3,5,10,5,"{""high_11_25"": 4, ""low_1_3"": 83, ""medium_4_10"": 41, ""very_high_26_plus"": 2}","{""baseline_fallback"": 35, ""evaluator"": 95}","{""baseline_executable"": 35, ""high_priority"": 2, ""high_urgency"": 3, ""large_effort"": 1, ""medium_effort"": 22, ""medium_urgency"": 1, ""operational_context"": 23, ""planning_work"": 5, ""preparation_work"": 2, ""quick_win"": 45, ""strategic_context"": 19}","{""high_priority"": 2, ""high_urgency"": 3, ""medium_effort"": 1, ""medium_urgency"": 1, ""operational_context"": 1, ""planning_work"": 1, ""quick_win"": 1, ""strategic_context"": 2}","{""explicit_marker"": 2, ""manual_or_unknown"": 3}","[""Send comments on wills to the lawyer"", ""Find cohabitation agreement"", ""Submit University of Windsor pension forms"", ""Review recurring charges on Mastercard"", ""Plan another test bake of focaccia for Almanac recipe development""]",none,0,read_only_analytics_ledger
2026-05-29T13:30:18+00:00,execution_engine_v2,128,5,0,2,0,3,4,11,4,"{""high_11_25"": 4, ""low_1_3"": 83, ""medium_4_10"": 40, ""very_high_26_plus"": 1}","{""baseline_fallback"": 35, ""evaluator"": 93}","{""baseline_executable"": 35, ""high_priority"": 1, ""high_urgency"": 2, ""large_effort"": 1, ""medium_effort"": 22, ""medium_urgency"": 1, ""operational_context"": 22, ""planning_work"": 5, ""preparation_work"": 2, ""quick_win"": 43, ""strategic_context"": 19}","{""high_priority"": 1, ""high_urgency"": 2, ""medium_effort"": 2, ""medium_urgency"": 1, ""operational_context"": 1, ""planning_work"": 2, ""strategic_context"": 3}","{""explicit_marker"": 2, ""manual_or_unknown"": 3}","[""Find cohabitation agreement"", ""Submit University of Windsor pension forms"", ""Review recurring charges on Mastercard"", ""Plan another test bake of focaccia for Almanac recipe development"", ""Plan trip to Vancouver Island""]",none,0,read_only_analytics_ledger
2026-05-29T13:46:04+00:00,execution_engine_v2,129,5,0,2,0,3,5,12,5,"{""high_11_25"": 4, ""low_1_3"": 83, ""medium_4_10"": 41, ""very_high_26_plus"": 1}","{""baseline_fallback"": 35, ""evaluator"": 94}","{""baseline_executable"": 35, ""high_priority"": 1, ""high_urgency"": 2, ""large_effort"": 1, ""medium_effort"": 22, ""medium_urgency"": 1, ""operational_context"": 23, ""planning_work"": 5, ""preparation_work"": 2, ""quick_win"": 44, ""strategic_context"": 19}","{""high_priority"": 1, ""high_urgency"": 2, ""medium_effort"": 2, ""medium_urgency"": 1, ""operational_context"": 1, ""planning_work"": 2, ""strategic_context"": 3}","{""explicit_marker"": 2, ""manual_or_unknown"": 3}","[""Find cohabitation agreement"", ""Submit University of Windsor pension forms"", ""Review recurring charges on Mastercard"", ""Plan another test bake of focaccia for Almanac recipe development"", ""Plan trip to Vancouver Island""]",none,0,read_only_analytics_ledger
2026-05-29T14:01:03+00:00,execution_engine_v2,129,5,0,2,0,3,5,13,5,"{""high_11_25"": 5, ""low_1_3"": 82, ""medium_4_10"": 42}","{""baseline_fallback"": 35, ""evaluator"": 94}","{""baseline_executable"": 35, ""high_priority"": 1, ""high_urgency"": 1, ""large_effort"": 1, ""medium_effort"": 21, ""medium_urgency"": 1, ""operational_context"": 24, ""planning_work"": 5, ""preparation_work"": 2, ""quick_win"": 45, ""strategic_context"": 19}","{""high_priority"": 1, ""high_urgency"": 1, ""medium_effort"": 2, ""medium_urgency"": 1, ""operational_context"": 1, ""planning_work"": 2, ""strategic_context"": 3}","{""explicit_marker"": 2, ""manual_or_unknown"": 3}","[""Find cohabitation agreement"", ""Submit University of Windsor pension forms"", ""Review recurring charges on Mastercard"", ""Plan another test bake of focaccia for Almanac recipe development"", ""Plan trip to Vancouver Island""]",none,0,read_only_analytics_ledger
2026-05-29T14:15:31+00:00,execution_engine_v2,129,5,0,2,0,3,5,14,5,"{""high_11_25"": 5, ""low_1_3"": 82, ""medium_4_10"": 42}","{""baseline_fallback"": 35, ""evaluator"": 94}","{""baseline_executable"": 35, ""high_priority"": 1, ""high_urgency"": 1, ""large_effort"": 1, ""medium_effort"": 21, ""medium_urgency"": 1, ""operational_context"": 24, ""planning_work"": 5, ""preparation_work"": 2, ""quick_win"": 45, ""strategic_context"": 19}","{""high_priority"": 1, ""high_urgency"": 1, ""medium_effort"": 2, ""medium_urgency"": 1, ""operational_context"": 1, ""planning_work"": 2, ""strategic_context"": 3}","{""explicit_marker"": 2, ""manual_or_unknown"": 3}","[""Find cohabitation agreement"", ""Submit University of Windsor pension forms"", ""Review recurring charges on Mastercard"", ""Plan another test bake of focaccia for Almanac recipe development"", ""Plan trip to Vancouver Island""]",none,0,read_only_analytics_ledger
2026-05-29T14:30:20+00:00,execution_engine_v2,128,5,0,2,0,3,5,15,5,"{""high_11_25"": 5, ""low_1_3"": 82, ""medium_4_10"": 41}","{""baseline_fallback"": 35, ""evaluator"": 93}","{""baseline_executable"": 35, ""high_priority"": 1, ""high_urgency"": 1, ""large_effort"": 1, ""medium_effort"": 21, ""medium_urgency"": 1, ""operational_context"": 23, ""planning_work"": 5, ""preparation_work"": 2, ""quick_win"": 44, ""strategic_context"": 19}","{""high_priority"": 1, ""high_urgency"": 1, ""medium_effort"": 2, ""medium_urgency"": 1, ""operational_context"": 1, ""planning_work"": 2, ""strategic_context"": 3}","{""explicit_marker"": 2, ""manual_or_unknown"": 3}","[""Find cohabitation agreement"", ""Submit University of Windsor pension forms"", ""Review recurring charges on Mastercard"", ""Plan another test bake of focaccia for Almanac recipe development"", ""Plan trip to Vancouver Island""]",none,0,read_only_analytics_ledger
2026-05-29T14:45:20+00:00,execution_engine_v2,128,5,0,2,0,3,5,16,5,"{""high_11_25"": 5, ""low_1_3"": 82, ""medium_4_10"": 41}","{""baseline_fallback"": 35, ""evaluator"": 93}","{""baseline_executable"": 35, ""high_priority"": 1, ""high_urgency"": 1, ""large_effort"": 1, ""medium_effort"": 21, ""medium_urgency"": 1, ""operational_context"": 23, ""planning_work"": 5, ""preparation_work"": 2, ""quick_win"": 44, ""strategic_context"": 19}","{""high_priority"": 1, ""high_urgency"": 1, ""medium_effort"": 2, ""medium_urgency"": 1, ""operational_context"": 1, ""planning_work"": 2, ""strategic_context"": 3}","{""explicit_marker"": 2, ""manual_or_unknown"": 3}","[""Find cohabitation agreement"", ""Submit University of Windsor pension forms"", ""Review recurring charges on Mastercard"", ""Plan another test bake of focaccia for Almanac recipe development"", ""Plan trip to Vancouver Island""]",none,0,read_only_analytics_ledger
2026-05-29T15:00:41+00:00,execution_engine_v2,128,5,0,4,0,1,2,17,2,"{""high_11_25"": 8, ""low_1_3"": 62, ""medium_4_10"": 34, ""very_high_26_plus"": 24}","{""baseline_fallback"": 30, ""evaluator"": 98}","{""baseline_executable"": 30, ""high_importance"": 30, ""high_urgency"": 1, ""large_effort"": 1, ""medium_effort"": 21, ""medium_urgency"": 1, ""operational_context"": 23, ""planning_work"": 5, ""preparation_work"": 2, ""quick_win"": 44, ""strategic_context"": 19}","{""high_importance"": 5, ""high_urgency"": 1, ""medium_effort"": 2, ""operational_context"": 3, ""planning_work"": 1, ""quick_win"": 2, ""strategic_context"": 1}","{""explicit_marker"": 4, ""manual_or_unknown"": 1}","[""Submit University of Windsor pension forms"", ""Plan trip to Vancouver Island"", ""Fix timezone issue with Bread Basket app"", ""Send welcome email to bread workshop participants"", ""Send WhatsApp message to Solara Bread Community about timezone issues with the Bread Basket app""]",none,0,read_only_analytics_ledger
2026-05-29T15:01:07+00:00,execution_engine_v2,128,5,0,4,0,1,5,18,5,"{""high_11_25"": 8, ""low_1_3"": 62, ""medium_4_10"": 34, ""very_high_26_plus"": 24}","{""baseline_fallback"": 30, ""evaluator"": 98}","{""baseline_executable"": 30, ""high_importance"": 30, ""high_urgency"": 1, ""large_effort"": 1, ""medium_effort"": 21, ""medium_urgency"": 1, ""operational_context"": 23, ""planning_work"": 5, ""preparation_work"": 2, ""quick_win"": 44, ""strategic_context"": 19}","{""high_importance"": 5, ""high_urgency"": 1, ""medium_effort"": 2, ""operational_context"": 3, ""planning_work"": 1, ""quick_win"": 2, ""strategic_context"": 1}","{""explicit_marker"": 4, ""manual_or_unknown"": 1}","[""Submit University of Windsor pension forms"", ""Plan trip to Vancouver Island"", ""Fix timezone issue with Bread Basket app"", ""Send welcome email to bread workshop participants"", ""Send WhatsApp message to Solara Bread Community about timezone issues with the Bread Basket app""]",none,0,read_only_analytics_ledger
2026-05-29T15:02:30+00:00,execution_engine_v2,128,5,0,4,0,1,5,19,5,"{""high_11_25"": 8, ""low_1_3"": 62, ""medium_4_10"": 34, ""very_high_26_plus"": 24}","{""baseline_fallback"": 30, ""evaluator"": 98}","{""baseline_executable"": 30, ""high_importance"": 30, ""high_urgency"": 1, ""large_effort"": 1, ""medium_effort"": 21, ""medium_urgency"": 1, ""operational_context"": 23, ""planning_work"": 5, ""preparation_work"": 2, ""quick_win"": 44, ""strategic_context"": 19}","{""high_importance"": 5, ""high_urgency"": 1, ""medium_effort"": 2, ""operational_context"": 3, ""planning_work"": 1, ""quick_win"": 2, ""strategic_context"": 1}","{""explicit_marker"": 4, ""manual_or_unknown"": 1}","[""Submit University of Windsor pension forms"", ""Plan trip to Vancouver Island"", ""Fix timezone issue with Bread Basket app"", ""Send welcome email to bread workshop participants"", ""Send WhatsApp message to Solara Bread Community about timezone issues with the Bread Basket app""]",none,0,read_only_analytics_ledger
2026-05-29T15:15:21+00:00,execution_engine_v2,128,5,0,4,0,1,5,20,5,"{""high_11_25"": 8, ""low_1_3"": 62, ""medium_4_10"": 34, ""very_high_26_plus"": 24}","{""baseline_fallback"": 30, ""evaluator"": 98}","{""baseline_executable"": 30, ""high_importance"": 30, ""high_urgency"": 1, ""large_effort"": 1, ""medium_effort"": 21, ""medium_urgency"": 1, ""operational_context"": 23, ""planning_work"": 5, ""preparation_work"": 2, ""quick_win"": 44, ""strategic_context"": 19}","{""high_importance"": 5, ""high_urgency"": 1, ""medium_effort"": 2, ""operational_context"": 3, ""planning_work"": 1, ""quick_win"": 2, ""strategic_context"": 1}","{""explicit_marker"": 4, ""manual_or_unknown"": 1}","[""Submit University of Windsor pension forms"", ""Plan trip to Vancouver Island"", ""Fix timezone issue with Bread Basket app"", ""Send welcome email to bread workshop participants"", ""Send WhatsApp message to Solara Bread Community about timezone issues with the Bread Basket app""]",none,0,read_only_analytics_ledger
2026-05-29T15:31:26+00:00,execution_engine_v2,129,5,0,4,0,1,5,21,5,"{""high_11_25"": 8, ""low_1_3"": 62, ""medium_4_10"": 34, ""very_high_26_plus"": 25}","{""baseline_fallback"": 30, ""evaluator"": 99}","{""baseline_executable"": 30, ""high_importance"": 31, ""high_urgency"": 1, ""large_effort"": 1, ""medium_effort"": 21, ""medium_urgency"": 1, ""operational_context"": 23, ""planning_work"": 5, ""preparation_work"": 2, ""quick_win"": 45, ""strategic_context"": 19}","{""high_importance"": 5, ""high_urgency"": 1, ""medium_effort"": 2, ""operational_context"": 3, ""planning_work"": 1, ""quick_win"": 2, ""strategic_context"": 1}","{""explicit_marker"": 4, ""manual_or_unknown"": 1}","[""Submit University of Windsor pension forms"", ""Plan trip to Vancouver Island"", ""Fix timezone issue with Bread Basket app"", ""Send welcome email to bread workshop participants"", ""Send WhatsApp message to Solara Bread Community about timezone issues with the Bread Basket app""]",none,0,read_only_analytics_ledger
2026-05-29T15:45:23+00:00,execution_engine_v2,129,5,0,4,0,1,5,22,5,"{""high_11_25"": 8, ""low_1_3"": 62, ""medium_4_10"": 34, ""very_high_26_plus"": 25}","{""baseline_fallback"": 30, ""evaluator"": 99}","{""baseline_executable"": 30, ""high_importance"": 31, ""high_urgency"": 1, ""large_effort"": 1, ""medium_effort"": 21, ""medium_urgency"": 1, ""operational_context"": 23, ""planning_work"": 5, ""preparation_work"": 2, ""quick_win"": 45, ""strategic_context"": 19}","{""high_importance"": 5, ""high_urgency"": 1, ""medium_effort"": 2, ""operational_context"": 3, ""planning_work"": 1, ""quick_win"": 2, ""strategic_context"": 1}","{""explicit_marker"": 4, ""manual_or_unknown"": 1}","[""Submit University of Windsor pension forms"", ""Plan trip to Vancouver Island"", ""Fix timezone issue with Bread Basket app"", ""Send welcome email to bread workshop participants"", ""Send WhatsApp message to Solara Bread Community about timezone issues with the Bread Basket app""]",none,0,read_only_analytics_ledger
2026-05-29T16:00:21+00:00,execution_engine_v2,129,5,0,4,0,1,5,23,5,"{""high_11_25"": 8, ""low_1_3"": 62, ""medium_4_10"": 34, ""very_high_26_plus"": 25}","{""baseline_fallback"": 30, ""evaluator"": 99}","{""baseline_executable"": 30, ""high_importance"": 31, ""high_urgency"": 1, ""large_effort"": 1, ""medium_effort"": 21, ""medium_urgency"": 1, ""operational_context"": 23, ""planning_work"": 5, ""preparation_work"": 2, ""quick_win"": 45, ""strategic_context"": 19}","{""high_importance"": 5, ""high_urgency"": 1, ""medium_effort"": 2, ""operational_context"": 3, ""planning_work"": 1, ""quick_win"": 2, ""strategic_context"": 1}","{""explicit_marker"": 4, ""manual_or_unknown"": 1}","[""Submit University of Windsor pension forms"", ""Plan trip to Vancouver Island"", ""Fix timezone issue with Bread Basket app"", ""Send welcome email to bread workshop participants"", ""Send WhatsApp message to Solara Bread Community about timezone issues with the Bread Basket app""]",none,0,read_only_analytics_ledger
2026-05-29T16:15:23+00:00,execution_engine_v2,128,5,0,4,0,1,5,24,5,"{""high_11_25"": 8, ""low_1_3"": 62, ""medium_4_10"": 33, ""very_high_26_plus"": 25}","{""baseline_fallback"": 30, ""evaluator"": 98}","{""baseline_executable"": 30, ""high_importance"": 31, ""high_urgency"": 1, ""large_effort"": 1, ""medium_effort"": 21, ""medium_urgency"": 1, ""operational_context"": 22, ""planning_work"": 5, ""preparation_work"": 2, ""quick_win"": 44, ""strategic_context"": 19}","{""high_importance"": 5, ""high_urgency"": 1, ""medium_effort"": 2, ""operational_context"": 3, ""planning_work"": 1, ""quick_win"": 2, ""strategic_context"": 1}","{""explicit_marker"": 4, ""manual_or_unknown"": 1}","[""Submit University of Windsor pension forms"", ""Plan trip to Vancouver Island"", ""Fix timezone issue with Bread Basket app"", ""Send welcome email to bread workshop participants"", ""Send WhatsApp message to Solara Bread Community about timezone issues with the Bread Basket app""]",none,0,read_only_analytics_ledger
2026-05-29T16:30:27+00:00,execution_engine_v2,128,5,0,4,0,1,5,25,5,"{""high_11_25"": 8, ""low_1_3"": 62, ""medium_4_10"": 33, ""very_high_26_plus"": 25}","{""baseline_fallback"": 30, ""evaluator"": 98}","{""baseline_executable"": 30, ""high_importance"": 31, ""high_urgency"": 1, ""large_effort"": 1, ""medium_effort"": 21, ""medium_urgency"": 1, ""operational_context"": 22, ""planning_work"": 5, ""preparation_work"": 2, ""quick_win"": 44, ""strategic_context"": 19}","{""high_importance"": 5, ""high_urgency"": 1, ""medium_effort"": 2, ""operational_context"": 3, ""planning_work"": 1, ""quick_win"": 2, ""strategic_context"": 1}","{""explicit_marker"": 4, ""manual_or_unknown"": 1}","[""Submit University of Windsor pension forms"", ""Plan trip to Vancouver Island"", ""Fix timezone issue with Bread Basket app"", ""Send welcome email to bread workshop participants"", ""Send WhatsApp message to Solara Bread Community about timezone issues with the Bread Basket app""]",none,0,read_only_analytics_ledger
2026-05-29T16:45:22+00:00,execution_engine_v2,128,5,0,4,0,1,5,26,5,"{""high_11_25"": 8, ""low_1_3"": 62, ""medium_4_10"": 33, ""very_high_26_plus"": 25}","{""baseline_fallback"": 30, ""evaluator"": 98}","{""baseline_executable"": 30, ""high_importance"": 31, ""high_urgency"": 1, ""large_effort"": 1, ""medium_effort"": 21, ""medium_urgency"": 1, ""operational_context"": 22, ""planning_work"": 5, ""preparation_work"": 2, ""quick_win"": 44, ""strategic_context"": 19}","{""high_importance"": 5, ""high_urgency"": 1, ""medium_effort"": 2, ""operational_context"": 3, ""planning_work"": 1, ""quick_win"": 2, ""strategic_context"": 1}","{""explicit_marker"": 4, ""manual_or_unknown"": 1}","[""Submit University of Windsor pension forms"", ""Plan trip to Vancouver Island"", ""Fix timezone issue with Bread Basket app"", ""Send welcome email to bread workshop participants"", ""Send WhatsApp message to Solara Bread Community about timezone issues with the Bread Basket app""]",none,0,read_only_analytics_ledger
